pc_timestamp,arduino_ms,node_position,activity,ax,ay,az,gx,gy,gz,rssi
1786633904542,1173247,Knee,tug_4,-0.196664,0.972096,0.089304,1.47,-4.41,-0.63,-60
1786633904542,1173264,Knee,tug_4,-0.194712,0.972096,0.089792,1.4,-4.34,-0.56,-60
1786633904542,1173295,Knee,tug_4,-0.191296,0.97356,0.088328,1.47,-4.27,-0.63,-60
1786633904542,1173313,Knee,tug_4,-0.189344,0.973072,0.08784,1.47,-4.2,-0.7,-60
1786633904542,1173330,Knee,tug_4,-0.191296,0.97356,0.086376,1.47,-4.13,-0.77,-60
1786633904542,1173347,Knee,tug_4,-0.191296,0.972584,0.0854,1.47,-4.06,-0.77,-60
1786633904542,1173364,Knee,tug_4,-0.19276,0.973072,0.085888,1.47,-3.92,-0.84,-60
1786633904542,1173395,Knee,tug_4,-0.1952,0.973072,0.085888,1.4,-3.99,-0.91,-60
1786633904542,1173412,Knee,tug_4,-0.194712,0.972584,0.084912,1.4,-4.06,-0.98,-60
1786633904542,1173428,Knee,tug_4,-0.194712,0.974048,0.086376,1.33,-4.13,-0.98,-60
1786633904911,1173605,Knee,tug_4,-0.201056,0.970632,0.086864,1.54,-3.99,-1.05,-60
1786633904911,1173635,Knee,tug_4,-0.200568,0.973072,0.087352,1.4,-3.99,-0.84,-60
1786633904911,1173652,Knee,tug_4,-0.20008,0.972584,0.088328,1.4,-4.06,-0.84,-60
1786633904911,1173669,Knee,tug_4,-0.200568,0.972096,0.088816,1.4,-4.2,-0.7,-60
1786633904911,1173686,Knee,tug_4,-0.20008,0.971608,0.08784,1.47,-4.34,-0.63,-60
1786633904911,1173717,Knee,tug_4,-0.197152,0.972584,0.087352,1.47,-4.34,-0.63,-60
1786633904911,1173734,Knee,tug_4,-0.193736,0.972584,0.088328,1.47,-4.27,-0.63,-60
1786633904911,1173751,Knee,tug_4,-0.194224,0.972096,0.088816,1.47,-4.27,-0.56,-60
1786633904911,1173768,Knee,tug_4,-0.193248,0.972584,0.087352,1.47,-4.27,-0.63,-60
1786633904911,1173799,Knee,tug_4,-0.19276,0.972584,0.087352,1.47,-4.2,-0.7,-60
1786633905366,1173976,Knee,tug_4,-0.195688,0.972096,0.0854,1.33,-3.85,-1.05,-60
1786633905366,1174007,Knee,tug_4,-0.197152,0.972584,0.086376,1.4,-3.92,-1.05,-60
1786633905366,1174024,Knee,tug_4,-0.198128,0.971608,0.085888,1.4,-3.99,-1.05,-60
1786633905366,1174041,Knee,tug_4,-0.199104,0.972096,0.0854,1.47,-4.06,-0.98,-60
1786633905366,1174058,Knee,tug_4,-0.198128,0.972584,0.087352,1.4,-4.13,-0.91,-60
1786633905366,1174088,Knee,tug_4,-0.196176,0.972584,0.087352,1.4,-4.06,-0.98,-60
1786633905366,1174105,Knee,tug_4,-0.196176,0.973072,0.087352,1.4,-4.13,-0.91,-60
1786633905366,1174122,Knee,tug_4,-0.197152,0.972096,0.086864,1.4,-4.13,-0.91,-60
1786633905366,1174139,Knee,tug_4,-0.198616,0.972096,0.086864,1.4,-4.13,-0.84,-60
1786633905366,1174156,Knee,tug_4,-0.198616,0.972584,0.086376,1.4,-4.2,-0.84,-60
1786633905641,1174334,Knee,tug_4,-0.193736,0.974048,0.086376,1.47,-4.06,-0.84,-60
1786633905641,1174365,Knee,tug_4,-0.197152,0.972584,0.086376,1.47,-4.06,-0.91,-60
1786633905641,1174382,Knee,tug_4,-0.197152,0.972584,0.086376,1.47,-4.13,-0.84,-60
1786633905641,1174399,Knee,tug_4,-0.198616,0.972584,0.086864,1.47,-4.2,-0.84,-60
1786633905641,1174416,Knee,tug_4,-0.196664,0.971608,0.086864,1.4,-4.2,-0.84,-60
1786633905641,1174448,Knee,tug_4,-0.1952,0.972584,0.0854,1.33,-4.13,-0.84,-60
1786633905641,1174465,Knee,tug_4,-0.194712,0.973072,0.086376,1.4,-4.13,-0.84,-60
1786633905641,1174482,Knee,tug_4,-0.1952,0.973072,0.086864,1.4,-4.06,-0.84,-60
1786633905641,1174499,Knee,tug_4,-0.1952,0.972584,0.086376,1.33,-4.13,-0.84,-60
1786633905641,1174516,Knee,tug_4,-0.196176,0.972096,0.087352,1.33,-4.13,-0.84,-60
1786633906030,1174693,Knee,tug_4,-0.196664,0.973072,0.0854,1.4,-4.2,-0.7,-53
1786633906030,1174723,Knee,tug_4,-0.198616,0.973072,0.083936,1.54,-4.34,-0.56,-53
1786633906030,1174741,Knee,tug_4,-0.191784,0.97356,0.086376,1.33,-4.06,-0.56,-53
1786633906030,1174758,Knee,tug_4,-0.193248,0.972584,0.0854,1.4,-4.2,-0.77,-53
1786633906030,1174775,Knee,tug_4,-0.194712,0.972584,0.086376,1.4,-4.2,-0.84,-53
1786633906030,1174805,Knee,tug_4,-0.194712,0.972584,0.0854,1.33,-4.2,-0.84,-53
1786633906030,1174823,Knee,tug_4,-0.193736,0.972584,0.0854,1.4,-4.27,-0.77,-53
1786633906030,1174839,Knee,tug_4,-0.193736,0.971608,0.084912,1.4,-4.2,-0.77,-53
1786633906030,1174856,Knee,tug_4,-0.195688,0.973072,0.085888,1.4,-4.06,-0.77,-53
1786633906030,1174873,Knee,tug_4,-0.196664,0.972584,0.084912,1.4,-4.2,-0.84,-53
