pc_timestamp,arduino_ms,node_position,activity,ax,ay,az,gx,gy,gz,rssi
1787060873066,244674,Knee,stand,0.274256,-0.963312,0.13664,2.66,-3.36,-1.12,-64
1787060873066,244691,Knee,stand,0.27328,-0.964288,0.137616,2.66,-3.22,-1.05,-64
1787060873066,244722,Knee,stand,0.269376,-0.960384,0.13908,2.8,-3.29,-1.19,-64
1787060873066,244739,Knee,stand,0.269376,-0.960872,0.140056,2.8,-3.36,-1.26,-64
1787060873066,244756,Knee,stand,0.274744,-0.958432,0.144936,2.73,-3.5,-1.26,-64
1787060873066,244773,Knee,stand,0.2806,-0.957456,0.147376,2.8,-3.5,-1.05,-64
1787060873066,244790,Knee,stand,0.27816,-0.955016,0.146888,2.73,-3.64,-1.05,-64
1787060873066,244821,Knee,stand,0.282552,-0.954528,0.147376,2.73,-3.92,-0.98,-64
1787060873066,244839,Knee,stand,0.284016,-0.952576,0.148352,2.66,-4.06,-0.7,-64
1787060873066,244856,Knee,stand,0.287432,-0.953552,0.149328,2.73,-4.2,-0.56,-64
1787060873487,245032,Knee,stand,0.274256,-0.958432,0.149328,2.31,-3.99,0.49,-64
1787060873487,245063,Knee,stand,0.272304,-0.961848,0.142984,2.45,-4.41,0.42,-64
1787060873487,245080,Knee,stand,0.272792,-0.961848,0.142984,2.38,-4.06,0.49,-64
1787060873487,245097,Knee,stand,0.271816,-0.960384,0.142008,2.38,-3.85,0.56,-64
1787060873487,245114,Knee,stand,0.27328,-0.965264,0.145424,2.31,-3.85,0.49,-64
1787060873487,245145,Knee,stand,0.276696,-0.959408,0.150792,2.17,-3.22,0.63,-64
1787060873487,245162,Knee,stand,0.274744,-0.955992,0.152256,2.17,-3.08,0.7,-64
1787060873487,245179,Knee,stand,0.27328,-0.95892,0.152744,2.03,-3.15,0.56,-64
1787060873487,245196,Knee,stand,0.270352,-0.96136,0.151768,1.96,-3.08,0.49,-64
1787060873487,245213,Knee,stand,0.266936,-0.962336,0.152256,1.89,-2.94,0.49,-64
1787060873780,245388,Knee,stand,0.264496,-0.962824,0.150792,1.54,-3.64,-0.35,-67
1787060873780,245419,Knee,stand,0.26596,-0.959408,0.15128,1.47,-3.71,-0.35,-67
1787060873780,245437,Knee,stand,0.266448,-0.960384,0.15616,1.47,-3.92,-0.35,-67
1787060873780,245454,Knee,stand,0.26596,-0.960872,0.155184,1.47,-4.2,-0.42,-67
1787060873780,245472,Knee,stand,0.26108,-0.959408,0.152744,1.4,-4.41,-0.56,-67
1787060873780,245489,Knee,stand,0.260104,-0.9638,0.149816,1.4,-4.76,-0.63,-67
1787060873780,245520,Knee,stand,0.262544,-0.961848,0.150792,1.4,-4.9,-0.7,-67
1787060873780,245537,Knee,stand,0.26352,-0.960384,0.150792,1.4,-4.9,-0.7,-67
1787060873780,245554,Knee,stand,0.264984,-0.96136,0.14884,1.47,-5.11,-0.7,-67
1787060873780,245571,Knee,stand,0.27084,-0.961848,0.149328,1.47,-4.9,-0.7,-67
1787060874307,245748,Knee,stand,0.266936,-0.96136,0.149816,1.4,-4.76,-0.63,-67
1787060874307,245779,Knee,stand,0.268888,-0.960872,0.147376,1.33,-4.69,-0.7,-67
1787060874307,245796,Knee,stand,0.268888,-0.958432,0.147376,1.33,-4.69,-0.63,-67
1787060874307,245813,Knee,stand,0.269864,-0.960384,0.150792,1.26,-4.55,-0.63,-67
1787060874307,245830,Knee,stand,0.269376,-0.959408,0.149816,1.33,-4.62,-0.63,-67
1787060874307,245861,Knee,stand,0.267912,-0.959408,0.149816,1.26,-4.69,-0.63,-67
1787060874307,245878,Knee,stand,0.2684,-0.959896,0.149328,1.19,-4.62,-0.63,-67
